Total networks: 24560
Total scanned IPs: 52917
Cidr IPs-in-cidr
119.14.0.0/17 2
181.215.186.0/24 1
119.47.128.0/17 1
104.225.225.0/24 1
23.228.67.0/24 2
91.224.108.0/23 1
185.224.160.0/23 1
184.86.128.0/20 7
187.85.176.0/20 1
80.66.197.0/24 1
199.189.84.0/22 1
104.106.192.0/22 1
208.86.152.0/21 1
134.60.0.0/16 2
138.255.29.0/24 1
92.249.12.0/22 1
167.99.48.0/20 1
104.237.155.0/24 1
81.95.144.0/20 1
103.37.60.0/22 1
23.192.168.0/22 1
104.114.144.0/20 1
154.90.181.0/24 1
60.139.0.0/16 1
50.115.112.0/20 4
189.183.176.0/21 1
149.157.0.0/16 1
165.231.95.0/24 1
154.216.163.0/24 1
211.125.160.0/19 1
83.219.192.0/19 1
36.75.8.0/21 1
129.132.0.0/16 1
45.10.166.0/23 1
154.90.16.0/24 1
13.33.72.0/22 3
74.51.0.0/20 1
94.136.116.0/24 1
108.163.128.0/18 1
184.26.80.0/22 1
200.205.0.0/16 1
146.185.160.0/20 3
120.192.64.0/24 1
113.190.96.0/20 1
164.109.16.0/21 1
104.116.112.0/20 3
103.243.72.0/24 1
143.89.0.0/16 1
141.212.0.0/16 2
13.224.44.0/22 1
23.4.208.0/20 3
186.27.160.0/20 1
89.147.192.0/18 1
207.254.208.0/20 1
77.95.236.0/22 1
2.20.224.0/20 3
123.58.0.0/20 1
221.214.0.0/15 1
62.176.96.0/19 1
123.207.242.0/23 1
209.143.155.0/24 1
1.54.96.0/20 1
27.105.128.0/18 1
180.245.236.0/23 1
2.134.16.0/20 1
45.116.13.0/24 1
78.142.52.0/23 1
104.125.216.0/23 1
177.246.224.0/19 1
104.91.208.0/20 3
216.20.176.0/21 1
93.122.84.0/22 1
157.255.129.0/24 1
209.126.16.0/20 1
206.210.224.0/20 1
191.185.0.0/16 1
178.45.32.0/19 1
187.59.224.0/19 1
115.74.88.0/21 1
103.255.176.0/24 1
13.32.40.0/22 1
37.150.100.0/22 1
213.161.160.0/19 1
104.28.32.0/20 1
211.51.0.0/16 1
188.126.96.0/20 1
220.149.40.0/22 1
103.117.122.0/24 1
176.28.0.0/22 1
65.34.16.0/20 1
104.82.184.0/22 1
91.237.241.0/24 1
98.116.0.0/16 2
175.184.0.0/17 2
109.185.64.0/18 1
194.103.136.0/22 1
144.202.0.0/20 1
104.206.0.0/22 1
45.248.125.0/24 1
62.232.0.0/16 1
31.210.52.0/24 1
46.254.16.0/23 2
191.97.49.0/24 1
189.155.0.0/22 1
195.66.134.0/23 1
104.92.64.0/22 2
115.99.48.0/21 1
195.235.0.0/16 1
139.129.0.0/17 3
129.113.0.0/16 7
96.44.128.0/18 4
159.100.245.0/24 1
213.215.64.0/18 1
202.182.112.0/20 1
104.92.154.0/23 1
69.28.48.0/20 1
104.110.128.0/21 1
184.26.240.0/20 2
37.60.239.0/24 1
221.112.0.0/16 1
37.153.192.0/18 1
50.62.248.0/22 1
104.244.28.0/22 2
195.246.228.0/23 1
104.82.176.0/22 1
94.24.48.0/21 1
40.143.208.0/20 1
13.4.66.0/24 1
64.137.81.0/24 2
195.170.192.0/19 1
196.196.51.0/24 1
93.170.128.0/22 1
104.81.0.0/20 2
190.57.130.0/24 1
13.249.88.0/21 1
175.28.12.0/22 1
45.126.120.0/22 1
196.17.172.0/22 2
110.137.208.0/21 2
63.215.120.0/23 1
173.201.132.0/22 1
145.247.0.0/16 1
77.29.72.0/21 1
185.94.184.0/22 1
181.43.120.0/21 1
96.126.97.0/24 1
211.152.96.0/19 2
184.25.112.0/23 1
139.159.136.0/21 1
192.64.114.0/24 1
192.208.160.0/20 2
101.102.128.0/17 1
23.58.156.0/22 2
66.2.0.0/15 2
192.200.197.0/24 1
81.92.238.0/24 1
192.253.236.0/24 1
104.24.80.0/20 5
37.18.160.0/20 1
173.255.224.0/20 1
200.14.135.0/24 1
153.99.0.0/16 1
194.132.200.0/22 1
24.172.0.0/17 1
212.178.192.0/20 1
89.37.95.0/24 1
49.207.8.0/24 1
23.212.32.0/20 2
77.104.150.0/24 1
187.199.40.0/21 1
189.237.96.0/21 1
61.104.160.0/24 1
182.61.50.0/23 1
23.52.184.0/22 3
23.40.128.0/20 2
185.187.72.0/22 1
96.6.240.0/20 4
50.64.52.0/22 1
187.147.224.0/22 1
118.214.32.0/20 2
13.35.8.0/23 1
5.133.192.0/19 2
23.209.96.0/22 2
172.104.224.0/19 1
217.148.160.0/19 1
134.0.24.0/21 1
221.17.0.0/16 1
23.59.224.0/20 2
199.166.36.0/24 1
189.237.232.0/21 1
167.75.192.0/18 1
173.194.200.0/24 1
201.236.192.0/18 1
104.75.208.0/20 2
151.49.0.0/16 1
85.187.187.0/24 1
23.4.224.0/20 1
185.176.91.0/24 1
78.142.19.0/24 1
37.220.192.0/18 1
103.229.76.0/24 1
188.121.40.0/22 1
104.140.36.0/22 1
203.154.170.0/24 1
66.219.128.0/18 1
210.108.0.0/16 2
212.129.0.0/18 3
178.84.0.0/16 1
93.183.166.0/24 1
58.19.0.0/16 1
110.88.152.0/21 1
113.54.0.0/15 1
66.194.199.0/24 1
71.95.222.0/23 1
163.44.192.0/22 1
164.160.124.0/22 1
213.16.61.0/24 1
180.201.0.0/16 1
98.175.77.0/24 1
27.150.180.0/22 1
203.138.0.0/16 3
69.49.208.0/20 1
180.254.8.0/21 3
207.180.128.0/18 1
173.201.240.0/22 3
189.85.66.0/24 1
23.56.180.0/22 2
204.188.136.0/21 1
46.33.160.0/24 1
213.136.68.0/23 1
107.154.124.0/24 1
154.86.152.0/22 1
104.155.224.0/19 1
72.52.12.0/24 1
36.231.0.0/16 1
125.165.122.0/23 1
212.17.96.0/19 1
201.148.247.0/24 1
154.85.0.0/16 4
216.41.208.0/20 1
83.240.128.0/17 4
153.122.128.0/20 2
68.68.32.0/20 1
93.183.158.0/24 1
104.25.64.0/20 3
104.151.232.0/22 3
177.37.160.0/19 1
196.168.0.0/15 1
185.232.32.0/22 1
218.98.112.0/24 1
117.197.16.0/20 1
84.44.1.0/24 1
166.62.36.0/22 1
192.34.18.0/24 1
87.118.64.0/18 3
150.176.251.0/24 1
43.227.156.0/22 1
123.231.0.0/18 1
36.37.184.0/23 1
148.3.0.0/16 3
123.150.4.0/24 1
106.2.16.0/20 2
173.222.96.0/22 3
154.91.248.0/24 2
185.63.12.0/22 1
111.203.192.0/18 3
212.108.192.0/18 1
190.176.0.0/15 1
189.126.45.0/24 1
66.150.128.0/22 1
77.92.64.0/19 2
177.190.86.0/23 1
187.94.32.0/24 1
188.190.120.0/22 2
176.94.128.0/17 1
173.232.184.0/24 1
37.156.8.0/22 1
60.243.50.0/24 1
187.44.96.0/20 1
66.211.176.0/20 1
180.248.208.0/23 1
212.9.128.0/19 1
23.37.128.0/20 4
82.74.0.0/15 3
103.63.216.0/24 1
105.185.0.0/16 1
68.101.44.0/22 1
2.182.136.0/21 1
118.232.88.0/21 2
187.188.104.0/24 1
185.65.137.0/24 1
194.106.176.0/20 1
163.53.168.0/22 1
195.132.0.0/16 1
45.127.192.0/24 1
197.216.0.0/15 1
118.89.208.0/23 1
96.16.104.0/22 1
168.232.212.0/22 1
213.22.64.0/18 1
67.215.16.0/20 1
199.68.176.0/21 1
178.128.112.0/20 1
156.235.73.0/24 1
118.96.152.0/23 2
216.226.185.0/24 1
20.40.0.0/13 2
184.155.243.0/24 1
115.134.192.0/18 1
182.254.48.0/23 1
103.14.100.0/22 1
125.188.0.0/14 1
109.196.240.0/21 1
198.11.128.0/18 2
67.211.160.0/20 1
103.64.148.0/22 1
180.252.80.0/20 5
109.251.203.0/24 1
89.187.96.0/19 2
123.188.0.0/14 1
184.51.8.0/22 1
180.245.160.0/21 2
162.254.197.0/24 1
194.124.41.0/24 2
2.248.0.0/13 1
162.219.141.0/24 1
27.0.156.0/22 2
62.148.160.0/19 2
23.45.136.0/22 1
112.34.112.0/24 1
200.17.160.0/20 1
95.58.12.0/22 1
210.65.0.0/16 1
201.217.144.0/20 1
107.10.224.0/19 2
47.41.0.0/19 1
218.22.0.0/15 1
172.98.174.0/23 1
203.94.128.0/18 1
36.77.16.0/22 1
194.145.118.0/24 1
143.125.216.0/21 3
104.107.110.0/23 2
2.18.80.0/20 2
213.200.192.0/19 1
66.113.224.0/19 1
195.158.0.0/19 1
199.96.255.0/24 1
103.238.12.0/24 1
118.24.112.0/22 1
70.121.128.0/17 1
23.58.152.0/22 1
45.85.158.0/23 2
188.215.48.0/21 1
161.43.64.0/18 1
72.172.223.0/24 1
5.76.104.0/22 1
211.91.240.0/20 1
107.179.78.0/24 2
203.157.111.0/24 1
185.104.216.0/22 2
199.21.216.0/22 1
178.205.128.0/17 1
103.215.64.0/22 1
104.193.16.0/21 1
186.35.0.0/16 1
103.85.93.0/24 1
24.171.128.0/19 1
104.199.32.0/19 2
220.242.138.0/24 1
81.5.128.0/18 1
164.144.0.0/22 1
202.144.224.0/20 1
39.134.200.0/21 1
36.73.160.0/21 2
89.33.56.0/21 3
109.199.112.0/22 2
60.236.0.0/14 1
162.251.21.0/24 1
115.135.192.0/18 1
147.255.96.0/20 2
13.249.162.0/23 1
129.33.177.0/24 1
86.107.242.0/23 1
66.129.33.0/24 1
94.124.56.0/21 1
103.56.104.0/22 1
172.245.72.0/23 1
185.131.68.0/22 1
64.66.112.0/20 1
207.140.0.0/15 2
2.19.56.0/22 1
110.138.52.0/22 1
90.112.0.0/16 1
103.216.221.0/24 1
172.107.64.0/20 2
182.161.60.0/22 2
72.48.40.0/21 1
72.167.176.0/22 1
213.136.0.0/19 2
196.6.224.0/24 1
192.3.217.0/24 1
153.92.41.0/24 1
45.55.120.0/22 1
172.65.208.0/20 3
104.130.124.0/22 1
124.147.0.0/19 1
185.209.85.0/24 1
84.51.39.0/24 1
23.11.180.0/24 1
169.239.43.0/24 1
72.246.32.0/22 1
205.220.192.0/20 1
81.28.224.0/21 1
69.3.80.0/21 1
68.179.96.0/19 2
62.212.64.0/19 1
47.49.128.0/18 1
189.206.0.0/21 1
89.142.128.0/18 1
23.200.56.0/22 1
157.185.177.0/24 1
147.83.0.0/16 1
212.37.0.0/19 1
89.42.211.0/24 1
185.112.144.0/22 1
113.113.64.0/21 1
185.201.19.0/24 2
13.32.16.0/21 2
36.32.0.0/14 1
194.110.168.0/24 1
23.197.88.0/21 3
187.169.0.0/20 1
142.93.80.0/20 1
178.210.92.0/24 1
134.39.0.0/16 2
166.48.224.0/21 1
185.142.228.0/22 1
61.94.244.0/22 1
23.41.192.0/20 2
209.208.224.0/19 1
201.221.158.0/24 1
3.248.0.0/13 1
104.75.48.0/20 4
91.126.104.0/21 1
117.147.158.0/24 1
138.36.232.0/24 1
192.84.36.0/23 1
23.254.120.0/21 2
69.47.232.0/21 1
207.148.40.0/24 1
156.235.60.0/24 1
64.106.128.0/17 4
184.188.102.0/23 1
104.140.60.0/22 2
154.86.144.0/21 3
107.167.48.0/21 4
75.82.0.0/15 2
199.102.148.0/22 1
185.68.63.0/24 1
154.8.208.0/20 2
185.251.248.0/24 1
92.232.0.0/16 1
23.62.208.0/20 2
81.29.73.0/24 1
59.106.0.0/17 3
14.141.42.0/23 1
23.72.188.0/22 1
84.104.0.0/15 3
216.189.108.0/24 1
37.60.243.0/24 1
148.177.28.0/22 1
161.0.68.0/22 2
31.14.80.0/20 1
107.183.252.0/22 1
23.198.144.0/20 3
163.44.196.0/22 1
69.160.171.0/24 1
72.95.107.0/24 1
207.226.138.0/24 1
185.243.164.0/22 1
147.148.0.0/14 1
91.190.136.0/21 1
170.158.176.0/20 3
46.167.224.0/19 1
23.211.236.0/22 1
89.38.177.0/24 1
5.251.136.0/21 1
109.237.24.0/22 2
101.2.163.0/24 1
184.75.0.0/18 1
190.119.160.0/19 2
186.179.0.0/18 2
23.78.136.0/22 2
36.65.128.0/20 1
213.10.128.0/17 1
165.231.194.0/24 1
45.165.60.0/22 1
180.249.188.0/23 1
104.121.32.0/20 4
190.193.32.0/19 1
196.196.15.0/24 1
23.215.102.0/23 1
35.184.128.0/19 1
23.78.48.0/20 3
23.77.248.0/22 2
94.142.32.0/19 1
88.218.156.0/23 1
96.17.32.0/20 3
45.40.128.0/18 4
139.199.166.0/23 1
184.26.0.0/20 3
46.7.0.0/17 1
37.140.194.0/24 1
1.36.160.0/19 1
187.210.52.0/24 1
104.91.80.0/20 2
172.227.80.0/20 2
125.160.48.0/21 2
193.187.136.0/22 2
105.225.0.0/16 1
187.172.104.0/21 1
178.200.0.0/15 1
223.175.84.0/22 1
94.156.91.0/24 1
94.237.24.0/21 1
84.242.96.0/19 1
104.75.32.0/20 4
173.18.160.0/21 1
69.73.128.0/18 1
50.116.80.0/20 1
43.252.212.0/22 1
111.119.24.0/21 1
89.237.43.0/24 1
123.20.0.0/18 1
118.126.16.0/23 1
190.85.224.0/19 1
36.81.8.0/21 1
23.254.24.0/21 1
149.96.240.0/20 3
172.0.0.0/12 4
118.139.168.0/22 1
199.4.216.0/24 1
185.19.28.0/22 1
180.243.112.0/21 1
206.161.248.0/22 2
103.60.64.0/22 1
217.61.36.0/22 1
139.15.0.0/16 1
173.201.4.0/22 2
67.222.32.0/19 3
24.242.0.0/15 2
58.84.140.0/22 2
68.80.0.0/13 1
190.14.5.0/24 1
213.196.52.0/22 1
205.252.0.0/16 1
23.61.194.0/23 1
77.245.144.0/20 1
213.21.248.0/21 2
176.115.168.0/21 1
165.22.208.0/20 2
119.59.96.0/19 1
36.70.32.0/20 2
103.75.44.0/22 1
104.64.240.0/20 5
72.82.128.0/17 1
23.82.72.0/21 1
103.21.140.0/22 1
36.70.128.0/21 2
195.8.214.0/23 1
104.68.232.0/21 3
190.6.199.0/24 1
154.90.134.0/24 1
219.145.0.0/16 1
133.11.0.0/16 1
178.238.32.0/20 2
181.54.104.0/22 1
64.91.224.0/19 3
45.226.236.0/23 1
91.202.128.0/22 1
36.2.0.0/15 2
36.68.40.0/21 1
110.136.18.0/23 1
27.68.64.0/21 1
100.43.139.0/24 1
45.126.76.0/22 1
172.106.148.0/22 1
192.210.240.0/24 1
170.158.102.0/24 1
202.223.48.0/22 1
116.86.128.0/18 1
154.211.70.0/24 1
199.119.176.0/22 2
217.129.128.0/20 1
133.43.128.0/17 1
84.214.172.0/22 1
91.149.240.0/22 3
196.17.164.0/22 2
186.236.192.0/19 1
23.49.12.0/22 1
49.213.114.0/24 1
218.61.0.0/16 2
72.3.128.0/17 3
72.171.192.0/19 1
103.243.119.0/24 2
66.251.163.0/24 1
129.208.32.0/19 1
98.100.24.0/21 1
35.185.0.0/19 1
213.59.236.0/24 1
2.135.88.0/22 1
46.51.224.0/19 3
37.61.144.0/20 1
2.19.26.0/24 1
208.84.154.0/24 1
80.208.224.0/21 1
184.174.69.0/24 1
23.57.72.0/23 1
23.52.188.0/22 2
49.51.74.0/23 1
103.110.250.0/24 1
198.2.128.0/19 1
209.248.64.0/18 1
45.236.118.0/23 1
185.251.10.0/23 1
184.84.180.0/22 1
150.138.224.0/19 2
103.59.209.0/24 1
185.118.54.0/23 1
184.21.20.0/24 1
104.27.208.0/20 5
154.223.4.0/24 1
72.94.0.0/16 1
183.177.42.0/24 1
210.3.96.0/19 1
70.41.185.0/24 1
61.144.0.0/15 2
54.182.132.0/23 1
157.119.82.0/24 1
104.99.16.0/20 2
36.81.250.0/23 1
213.193.96.0/19 1
148.70.144.0/20 2
45.35.86.0/23 1
31.167.0.0/19 1
58.87.72.0/22 1
23.49.176.0/20 2
107.174.56.0/22 2
149.34.24.0/22 1
54.192.48.0/22 1
194.15.110.0/24 1
150.43.0.0/16 1
2.56.32.0/22 3
45.13.124.0/22 1
45.165.212.0/22 1
174.116.0.0/17 1
95.209.0.0/16 3
185.120.77.0/24 1
45.86.64.0/22 1
23.221.48.0/22 1
109.239.54.0/24 1
139.59.80.0/20 3
94.46.48.0/20 3
193.197.136.0/21 1
212.48.76.0/23 1
193.142.200.0/24 1
189.213.8.0/23 1
154.82.86.0/24 1
113.22.240.0/20 1
117.254.80.0/20 2
64.69.64.0/19 2
72.29.0.0/19 1
144.26.0.0/17 1
109.70.144.0/21 1
194.49.74.0/24 1
23.206.195.0/24 1
162.219.160.0/23 1
192.240.184.0/22 1
2.18.128.0/20 3
194.50.39.0/24 1
117.22.0.0/15 1
125.235.16.0/20 1
116.73.10.0/23 1
2.132.48.0/20 1
173.255.128.0/22 1
207.40.146.0/24 1
91.199.101.0/24 1
193.153.0.0/16 1
189.230.160.0/21 1
104.18.112.0/20 3
171.240.64.0/21 1
177.67.161.0/24 1
23.32.64.0/22 1
46.16.160.0/23 1
36.70.24.0/21 2
52.60.128.0/17 2
122.14.131.0/24 1
154.82.136.0/24 1
95.161.144.0/21 1
5.29.240.0/20 1
154.212.176.0/20 2
192.255.128.0/17 1
59.188.78.0/24 1
111.94.252.0/22 1
207.7.100.0/22 1
185.248.132.0/22 2
128.65.204.0/24 1
50.73.0.0/16 2
69.147.48.0/22 1
156.227.75.0/24 1
198.209.32.0/20 1
71.191.0.0/16 1
31.31.72.0/21 1
24.171.196.0/23 1
66.208.192.0/18 1
193.204.0.0/15 2
74.206.196.0/22 1
63.38.192.0/20 2
99.8.0.0/15 2
74.206.64.0/19 1
185.161.74.0/23 1
160.2.227.0/24 1
94.101.56.0/22 1
182.56.128.0/17 1
99.86.192.0/21 1
155.105.0.0/16 1
198.23.215.0/24 1
97.112.0.0/12 1
50.18.0.0/18 2
63.251.32.0/20 1
163.198.57.0/24 1
37.230.252.0/24 1
72.46.101.0/24 1
50.18.208.0/20 1
198.209.160.0/19 1
46.170.0.0/15 1
93.113.174.0/24 1
64.62.128.0/17 1
23.215.160.0/20 4
45.76.0.0/20 1
60.168.0.0/13 4
203.121.64.0/18 1
118.107.179.0/24 1
72.11.48.0/20 1
108.166.0.0/18 1
187.76.64.0/18 1
42.116.64.0/20 1
159.65.216.0/21 1
23.209.68.0/22 2
187.192.160.0/20 1
208.38.156.0/22 1
64.185.0.0/18 1
119.9.64.0/19 1
95.56.152.0/22 1
101.98.0.0/16 2
134.159.128.0/19 1
154.219.31.0/24 1
189.220.0.0/20 1
82.134.0.0/17 1
162.248.7.0/24 1
177.53.190.0/24 1
103.74.70.0/24 1
5.95.0.0/19 1
31.132.64.0/21 1
192.186.244.0/22 1
223.165.26.0/24 1
168.183.64.0/22 1
94.134.0.0/15 2
66.252.126.0/24 1
154.223.239.0/24 1
198.176.50.0/24 1
47.246.11.0/24 2
104.73.164.0/22 1
165.22.144.0/20 1
172.65.48.0/20 3
46.217.200.0/21 1
154.223.13.0/24 1
45.74.250.0/23 1
115.70.16.0/21 1
78.141.128.0/18 1
173.232.12.0/22 2
45.230.81.0/24 1
23.10.80.0/20 2
184.28.127.0/24 1
203.129.209.0/24 1
84.54.191.0/24 1
123.151.64.0/21 2
23.72.48.0/20 2
213.6.128.0/17 1
124.232.0.0/15 1
168.100.0.0/16 3
154.95.109.0/24 1
104.107.192.0/20 3
198.12.88.0/21 2
180.245.204.0/22 1
198.116.0.0/14 1
203.16.60.0/23 1
198.48.144.0/20 1
23.194.184.0/22 1
46.226.200.0/21 1
104.100.80.0/22 1
170.80.224.0/22 1
125.209.208.0/22 1
182.236.64.0/19 1
112.213.98.0/24 1
184.27.128.0/23 1
154.223.33.0/24 1
195.149.113.0/24 1
209.15.192.0/18 2
92.43.16.0/21 1
173.201.124.0/22 2
104.92.16.0/20 1
186.208.98.0/24 1
125.6.0.0/17 1
108.170.0.0/18 3
162.212.181.0/24 1
187.85.65.0/24 1
23.210.248.0/22 1
195.24.200.0/22 1
70.52.0.0/16 1
154.82.6.0/24 1
182.93.96.0/19 3
210.253.224.0/19 1
62.242.0.0/15 1
45.57.171.0/24 1
2.23.102.0/23 1
69.18.192.0/19 1
64.68.120.0/21 1
158.106.184.0/22 1
27.148.128.0/20 1
58.11.192.0/18 1
81.21.136.0/21 2
50.65.184.0/22 1
185.252.168.0/22 1
198.96.88.0/21 1
209.15.18.0/23 1
104.247.74.0/23 1
212.70.68.0/23 2
62.154.0.0/15 1
213.140.0.0/20 1
118.89.44.0/23 1
180.218.160.0/20 1
84.118.0.0/16 1
90.187.0.0/16 2
195.123.240.0/22 1
149.248.32.0/20 1
185.50.180.0/22 3
79.146.0.0/16 1
103.43.147.0/24 1
24.142.192.0/18 2
89.42.169.0/24 1
105.186.0.0/16 1
43.229.16.0/22 1
103.255.178.0/24 1
23.203.16.0/20 4
152.170.128.0/19 1
67.227.56.0/24 1
23.230.0.0/16 3
45.66.124.0/22 1
156.106.128.0/17 2
70.50.0.0/16 1
104.248.16.0/20 1
31.214.232.0/21 3
182.58.128.0/17 2
156.236.71.0/24 1
31.181.0.0/16 1
106.12.88.0/23 2
137.163.0.0/16 1
177.244.64.0/20 2
154.94.159.0/24 1
81.218.144.0/20 2
61.64.128.0/18 1
212.54.128.0/20 1
125.165.24.0/21 1
103.97.128.0/22 1
119.28.100.0/23 1
218.200.0.0/18 1
186.137.160.0/19 2
203.176.178.0/24 1
175.98.128.0/17 1
118.24.120.0/22 1
157.234.214.0/24 1
192.28.156.0/23 2
157.119.116.0/24 1
103.80.127.0/24 2
23.8.80.0/20 2
107.179.107.0/24 1
31.132.12.0/24 1
45.129.197.0/24 1
146.217.10.0/23 1
190.198.0.0/19 1
210.144.0.0/16 1
104.128.234.0/24 1
39.130.0.0/16 2
122.146.56.0/22 1
222.165.215.0/24 1
180.250.192.0/20 1
151.250.237.0/24 1
171.233.24.0/21 1
79.98.40.0/21 1
71.81.16.0/20 1
36.82.24.0/21 2
123.232.0.0/14 2
50.57.192.0/19 1
111.64.0.0/16 1
23.34.0.0/22 2
208.104.96.0/19 1
172.98.183.0/24 1
199.48.232.0/21 1
186.116.192.0/19 1
89.22.52.0/22 1
103.228.80.0/23 1
168.143.0.0/16 2
2.19.240.0/22 2
31.131.16.0/24 1
134.209.240.0/20 2
47.183.192.0/18 2
66.192.0.0/14 2
58.248.0.0/13 5
212.186.128.0/17 1
223.68.144.0/20 1
154.94.207.0/24 1
23.56.184.0/22 1
107.183.224.0/20 2
134.119.49.0/24 1
117.18.3.0/24 1
219.99.168.0/21 2
207.72.0.0/14 2
151.237.91.0/24 1
190.103.227.0/24 1
110.139.80.0/24 1
170.130.48.0/22 1
156.236.46.0/24 1
82.200.0.0/17 1
85.115.222.0/24 1
2.17.176.0/20 3
160.153.160.0/22 1
36.72.32.0/21 1
98.191.8.0/21 1
202.107.192.0/18 1
5.189.234.0/24 1
154.223.65.0/24 1
192.200.172.0/22 2
47.254.128.0/19 1
185.59.208.0/22 1
184.87.0.0/20 2
194.39.80.0/23 1
142.91.248.0/21 1
78.94.128.0/17 1
192.190.32.0/24 1
66.40.0.0/16 2
185.20.209.0/24 1
103.73.157.0/24 1
216.252.168.0/24 1
201.225.224.0/21 2
103.39.224.0/21 3
103.219.176.0/22 1
141.226.240.0/21 1
194.67.194.0/23 1
43.225.164.0/24 1
184.168.176.0/22 1
166.140.128.0/17 1
201.168.0.0/16 1
217.70.128.0/20 1
195.113.0.0/16 2
176.122.32.0/20 1
180.251.176.0/20 4
23.54.166.0/23 1
5.181.164.0/22 1
24.73.117.0/24 1
175.152.0.0/14 1
83.253.88.0/21 1
94.51.128.0/19 1
194.126.248.0/24 1
185.157.184.0/22 1
103.14.42.0/24 1
104.75.192.0/20 5
103.248.93.0/24 1
141.138.208.0/21 1
117.20.96.0/20 1
188.0.44.0/22 1
94.180.96.0/19 1
185.238.163.0/24 1
95.255.0.0/16 1
219.87.128.0/18 1
194.127.1.0/24 1
139.59.160.0/20 2
172.230.148.0/22 1
200.59.6.0/24 1
65.49.208.0/20 2
23.209.184.0/22 2
210.213.224.0/19 1
68.183.16.0/20 2
200.19.144.0/20 1
217.77.192.0/20 1
104.64.176.0/20 1
99.84.120.0/21 2
195.225.34.0/23 1
85.249.0.0/21 1
64.5.147.0/24 1
165.231.18.0/24 1
104.96.192.0/20 1
204.124.118.0/24 1
107.20.0.0/16 3
217.26.48.0/20 1
113.157.224.0/19 1
36.77.128.0/20 1
198.160.208.0/24 1
52.85.250.0/23 1
157.238.0.0/16 3
142.105.128.0/17 1
185.230.112.0/22 1
91.223.76.0/24 1
115.69.192.0/20 1
27.254.92.0/22 1
135.84.236.0/24 1
5.251.60.0/22 3
69.174.114.0/23 1
64.111.172.0/24 2
180.253.64.0/20 1
35.184.32.0/19 5
204.74.208.0/20 1
66.11.0.0/19 1
118.80.0.0/15 1
66.50.64.0/20 1
189.4.64.0/18 1
222.173.0.0/16 1
192.100.159.0/24 1
207.166.86.0/24 2
156.236.159.0/24 1
199.101.8.0/21 1
64.58.238.0/24 1
23.19.184.0/22 1
13.35.188.0/22 1
93.178.192.0/18 1
168.167.86.0/24 1
95.179.144.0/20 2
185.254.93.0/24 1
23.235.204.0/23 1
80.250.48.0/20 1
71.255.113.0/24 1
103.14.94.0/24 1
45.79.176.0/20 1
94.46.12.0/22 1
104.171.112.0/20 1
174.135.128.0/17 1
221.110.0.0/16 1
185.253.152.0/22 2
189.247.28.0/24 2
194.85.88.0/21 1
110.218.248.0/21 1
23.105.208.0/21 1
157.230.224.0/20 2
194.5.178.0/24 1
45.57.248.0/21 1
185.21.53.0/24 1
213.135.224.0/19 2
91.196.220.0/24 1
193.58.241.0/24 1
103.60.110.0/24 1
185.217.162.0/24 1
221.123.128.0/18 1
154.222.203.0/24 1
123.207.68.0/23 1
36.77.80.0/23 1
66.85.128.0/18 1
104.86.160.0/20 3
104.86.188.0/24 1
110.136.48.0/20 3
23.195.8.0/22 1
213.46.0.0/19 1
117.200.176.0/20 1
95.100.44.0/23 1
97.86.80.0/20 2
90.63.128.0/17 2
39.109.98.0/24 2
104.249.38.0/23 1
156.233.240.0/24 1
217.23.117.0/24 1
195.254.168.0/23 1
199.204.136.0/22 1
185.207.104.0/22 1
23.42.156.0/23 1
103.251.150.0/24 1
217.114.128.0/20 1
186.237.128.0/22 1
23.57.88.0/22 1
23.4.64.0/20 1
103.18.156.0/24 1
23.95.181.0/24 1
46.10.208.0/22 1
104.227.85.0/24 1
71.105.0.0/16 1
172.231.32.0/22 1
154.82.38.0/24 1
114.115.128.0/18 3
210.245.92.0/24 1
217.64.128.0/21 1
187.17.96.0/19 1
186.5.161.0/24 1
79.99.64.0/21 1
24.226.160.0/19 1
27.100.128.0/17 1
180.243.232.0/23 1
81.42.0.0/16 2
213.118.0.0/15 1
185.159.104.0/22 1
184.28.18.0/23 1
71.28.0.0/14 2
169.46.128.0/17 1
211.176.0.0/14 2
200.105.160.0/22 1
188.39.0.0/16 2
119.92.160.0/19 2
99.86.208.0/21 2
23.40.102.0/23 1
129.148.0.0/19 1
204.197.248.0/22 1
177.37.192.0/19 1
72.28.0.0/18 1
83.143.64.0/22 1
121.52.208.0/20 1
165.234.0.0/16 1
23.54.112.0/22 1
104.103.238.0/23 1
150.202.2.0/23 1
45.124.51.0/24 1
126.78.0.0/16 1
23.0.200.0/22 1
170.130.220.0/22 2
181.60.148.0/22 1
78.41.42.0/23 1
209.59.121.0/24 1
154.211.34.0/24 1
14.245.0.0/20 1
203.150.96.0/19 1
119.27.160.0/19 1
95.91.79.0/24 1
46.227.80.0/21 1
23.4.248.0/22 1
179.95.0.0/16 1
212.55.188.0/22 1
184.25.206.0/23 1
96.35.64.0/18 1
13.1.110.0/23 2
107.179.108.0/24 1
13.32.134.0/23 1
46.51.192.0/20 1
14.137.104.0/22 1
213.187.10.0/23 1
124.243.192.0/18 2
23.81.144.0/21 2
203.19.88.0/21 2
8.0.0.0/12 6
125.30.0.0/16 1
209.105.174.0/23 1
23.40.208.0/20 3
103.230.88.0/24 1
91.229.250.0/23 1
185.185.185.0/24 1
152.182.83.0/24 1
179.32.52.0/22 1
